"Reporter","Year","Period","Flow","Partner","Commodity","Trade Value (US$)"
"Malaysia","2013","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","397274113.162325"
"Malaysia","2009","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","246516036.153546"
"Myanmar","2025","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","15309406.12"
"Malaysia","2003","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","117279229.1"
"Malaysia","2020","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","446601832.751868"
"Philippines","2003","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","112758153"
"Philippines","2004","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","65690607"
"Philippines","2014","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","243885216"
"Philippines","2004","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","115776105"
"Malaysia","2004","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","261200155.94"
"Malaysia","2022","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","796925243.599724"
"Philippines","2024","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","676559422"
"Philippines","2021","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","151659272"
"Philippines","2011","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","159013245"
"Philippines","2013","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","218663539"
"Philippines","2018","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","149664839"
"Singapore","2016","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","659564349.266501"
"Singapore","2010","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","867954706.251124"
"Singapore","2008","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","712003939.779474"
"Philippines","2023","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","166875436"
"Singapore","2005","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","381018826.144419"
"Thailand","2003","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","154436510.7"
"Thailand","2008","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","189185143.91"
"Thailand","2009","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","120392702"
"Singapore","2024","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","981161768.458634"
"Singapore","2018","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","506173037.78048"
"Singapore","2019","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","740774346.419924"
"Singapore","2020","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","474008747.163355"
"Singapore","2017","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","588218589.115079"
"Thailand","2015","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","302757667.71083"
"Thailand","2012","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","271880041.16953"
"Thailand","2022","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","967188621.492299"
"Thailand","2025","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","1110811072.7548"
"Viet Nam","2004","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","23246456.4757"
"Thailand","2017","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","723941071.519531"
"Thailand","2018","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","308027512.830287"
"Thailand","2024","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","923778688.9109"
"Viet Nam","2020","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","2886424178.057"
"Viet Nam","2011","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","373424329.3247"
"Viet Nam","2005","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","19992071.5307"
"Viet Nam","2013","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","490418323.382"
"Viet Nam","2007","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","38170233.5"
"Viet Nam","2024","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","528946188.9143"
"Brunei Darussalam","2007","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","10422068.8741722"
"Brunei Darussalam","2013","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","248580.630636117"
"Brunei Darussalam","2010","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","483393.914191092"
"Brunei Darussalam","2005","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","10733133.65"
"Indonesia","2007","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","244689636"
"Brunei Darussalam","2024","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","16137225.3512027"
"Indonesia","2008","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","165788735"
"Brunei Darussalam","2021","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","24312257.8015463"
"Brunei Darussalam","2016","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","359270.038983141"
"Brunei Darussalam","2019","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","277852.274287439"
"Indonesia","2022","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","747855808.927"
"Indonesia","2014","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","159093559"
"Indonesia","2014","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","512057996"
"Indonesia","2020","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","500514553.751"
"Indonesia","2021","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","398707928"
"Indonesia","2012","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","250908381"
"Indonesia","2010","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","368211023"
"Indonesia","2006","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","209752164"
"Cambodia","2017","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","38372122.98"
"Brunei Darussalam","2011","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","763497.02317296"
"Cambodia","2016","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","19852117.599495"
"Cambodia","2016","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","17821651.797798"
"Cambodia","2004","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","2524141.58"
"Cambodia","2020","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","67242618.69"
"Cambodia","2007","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","4620450.17"
"Cambodia","2005","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","3238010.78"
"Cambodia","2004","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","75657.5"
"Myanmar","2018","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","22106543.6211454"
"Myanmar","2018","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","6901088.7731"
"Myanmar","2010","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","15"
"Myanmar","2010","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","1807079.51"
"Myanmar","2007","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","2591245.42"
"Cambodia","2014","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","16637242.8613547"
"Cambodia","2022","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","48863441.3"
"Myanmar","2016","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","19810720.03337"
"Myanmar","2004","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","972527"
"Myanmar","2005","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","4941"
"Malaysia","2017","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","357120720.490767"
"Malaysia","2007","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","327038969"
"Malaysia","2015","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","386086830.164588"
"Malaysia","2022","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","619437162.426419"
"Malaysia","2024","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","909731579.415441"
"Malaysia","2006","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","298126456.16"
"Philippines","2016","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","173268330"
"Philippines","2007","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","129865033"
"Singapore","2012","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","698519485.694565"
"Singapore","2007","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","771677098.400902"
"Singapore","2005","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","496671292.202331"
"Singapore","2003","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","310273009.413385"
"Singapore","2004","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","420548494.350115"
"Philippines","2021","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","347512998"
"Singapore","2013","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","624919813.971568"
"Singapore","2010","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","727814350.15303"
"Singapore","2023","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","822950374.799557"
"Singapore","2023","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","1151572072.62609"
"Thailand","2007","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","683581856"
"Thailand","2006","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","618425666.32"
"Singapore","2019","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","566019050.569919"
"Thailand","2012","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","799081400.14625"
"Thailand","2015","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","790982455.41051"
"Singapore","2011","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","846083041.050606"
"Singapore","2011","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","838647238.555232"
"Thailand","2014","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","839740982.6016"
"Thailand","2013","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","300468765.27381"
"Viet Nam","2006","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","30706886.13"
"Thailand","2020","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","358684258.823101"
"Thailand","2006","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","160052260.16"
"Viet Nam","2016","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","207486215.6736"
"Viet Nam","2011","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","80585444.6034"
"Viet Nam","2010","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","317468312.1719"
"Viet Nam","2019","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","318392514.6308"
"Brunei Darussalam","2003","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","10178907.557"
"Viet Nam","2019","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","1943270011.056"
"Viet Nam","2018","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","1392383695.7954"
"Viet Nam","2004","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","56674938.2693"
"Viet Nam","2003","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","62343086.5099"
"Brunei Darussalam","2009","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","69889.9199889402"
"Brunei Darussalam","2015","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","14563801.7483764"
"Brunei Darussalam","2024","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","80455.3272031818"
"Brunei Darussalam","2012","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","648702.127474916"
"Viet Nam","2021","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","370643256.97"
"Brunei Darussalam","2022","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","143958.037577828"
"Indonesia","2008","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","277829728"
"Viet Nam","2023","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","3646309382.3106"
"Indonesia","2015","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","464995314.316"
"Indonesia","2016","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","210008813"
"Indonesia","2012","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","451163893"
"Indonesia","2005","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","73290855"
"Indonesia","2004","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","69264414"
"Brunei Darussalam","2006","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","113338.33"
"Brunei Darussalam","2008","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","9983706.70698186"
"Indonesia","2016","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","405534728.986"
"Indonesia","2010","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","167166556"
"Cambodia","2003","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","323688.83"
"Indonesia","2013","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","232344603"
"Cambodia","2008","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","358540.399102355"
"Myanmar","2003","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","1788345"
"Myanmar","2009","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","1884543.71"
"Cambodia","2025","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","136932839.1207"
"Myanmar","2006","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","865735.42"
"Myanmar","2006","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","63662.28"
"Cambodia","2019","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","58044934.45"
"Myanmar","2015","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","17540363.5304013"
"Cambodia","2020","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","69240764.25"
"Myanmar","2017","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","19666020.69478"
"Malaysia","2003","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","249237394.1"
"Malaysia","2020","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","562101529.064444"
"Malaysia","2007","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","180676829"
"Malaysia","2005","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","147761143.74"
"Malaysia","2010","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","299691077.691066"
"Malaysia","2021","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","674222802.329236"
"Philippines","2013","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","173779149"
"Philippines","2008","Annually","Export"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","121118176"
"Philippines","2009","Annually","Import"," WORLD [99]","[95] Toys, games and sports requisites; parts and accessories thereof","141111734"
"Thailand","2019","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","658653439.141871"
"Thailand","2018","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","410055930.806113"
"Thailand","2025","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","889890260.8727"
"Singapore","2014","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","732929821.499873"
"Singapore","2010","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","249151833.125272"
"Singapore","2024","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","719356856.841402"
"Philippines","2021","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","111678886"
"Thailand","2008","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","955276775.66"
"Thailand","2011","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","286496252.809062"
"Singapore","2016","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","672627909.0486"
"Singapore","2021","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","693148551.590558"
"Singapore","2006","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","345769966.014224"
"Malaysia","2025","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","233353537.197564"
"Philippines","2025","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","625116124"
"Singapore","2007","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","432037167.407604"
"Singapore","2004","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","192766232.029817"
"Philippines","2011","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","12492391"
"Philippines","2022","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","402535867"
"Philippines","2016","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","48853225"
"Philippines","2005","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","25833264"
"Philippines","2010","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","8331643"
"Philippines","2006","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","49616813"
"Philippines","2015","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","248709384.93"
"Malaysia","2006","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","165443925.94"
"Philippines","2009","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","59864342"
"Malaysia","2011","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","273728324.78779"
"Myanmar","2024","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","409967422.21"
"Malaysia","2020","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","425517889.466694"
"Malaysia","2020","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","151575735.32976"
"Malaysia","2012","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","143715264.853685"
"Malaysia","2018","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","697377869.499835"
"Myanmar","2021","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","54161565.7371999"
"Malaysia","2005","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","91619042.81"
"Malaysia","2013","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","150437337.795065"
"Malaysia","2014","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","150755751.253779"
"Cambodia","2022","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","261580222.49"
"Cambodia","2014","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","90277403.295235"
"Cambodia","2024","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","1680721352.66"
"Cambodia","2024","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","314245103.02"
"Myanmar","2017","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","250427371.80709"
"Myanmar","2017","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","73812800.68237"
"Cambodia","2015","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","98525687.14"
"Myanmar","2021","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","382303119.3679"
"Myanmar","2015","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","35123817.7589688"
"Myanmar","2016","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","37343827.20587"
"Malaysia","2008","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","200543136.163594"
"Myanmar","2011","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","48542059.6589481"
"Myanmar","2006","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","3174442.03"
"Malaysia","2003","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","103223801.14"
"Cambodia","2017","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","125744151.06"
"Cambodia","2021","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","1373901397.26"
"Indonesia","2023","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","6436448811.427"
"Brunei Darussalam","2011","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","73480.4752308906"
"Cambodia","2025","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","381191481.0799"
"Cambodia","2005","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","39394427.8"
"Cambodia","2009","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","12325057.4814646"
"Cambodia","2007","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","87856672.73"
"Cambodia","2006","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","4683451.01"
"Indonesia","2006","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","1599766468"
"Indonesia","2003","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","61510281"
"Brunei Darussalam","2024","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","88354.4512478898"
"Brunei Darussalam","2004","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","37702.68"
"Brunei Darussalam","2019","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","147014.287749371"
"Brunei Darussalam","2017","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","7524987.73936382"
"Thailand","2022","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","664905729.9316"
"Viet Nam","2004","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","2298591898.3303"
"Viet Nam","2005","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","2479178560.4011"
"Viet Nam","2006","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","3007377928.05"
"Viet Nam","2008","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","145593853.37"
"Viet Nam","2022","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","1576631575.6825"
"Thailand","2020","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","511764831.1705"
"Thailand","2025","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","582242322.098501"
"Thailand","2012","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","738392320.11263"
"Thailand","2013","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","713363569.94983"
"Thailand","2012","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","217168481.93682"
"Singapore","2011","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","295259768.355781"
"Thailand","2015","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","677453872.81436"
"Singapore","2023","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","807489685.232433"
"Thailand","2008","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","191811894.92"
"Singapore","2018","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","545271653.879036"
"Thailand","2006","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","853073640.2"
"Singapore","2021","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","542682166.318094"
"Singapore","2017","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","681124879.72757"
"Singapore","2016","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","436101127.459495"
"Singapore","2015","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","712520304.639109"
